Code,Name,Type,Latitude,Longitude,Sector,State,Childbirths 2012,Childbirths 2013,Childbirths 2014,Childbirths 2015,Childbirths 2016,Childbirths 2017,Childbirths 2018,Childbirths 2019,Childbirths 2020,Childbirths 2021,Childbirths total
H5269,Waratah Private Hospital,Hospital,-33.963651,151.100464,Private,New South Wales,,,,,,,,,,,0
H5270,Mackay Specialist Day Hospital,Hospital,-21.129471,149.16544,Private,Queensland,,,,,,,,,,,0
H5275,Burnside War Memorial Hospital,Hospital,-34.927126,138.638878,Private,South Australia,,,,,,,,,,,-1
H5276,Manningham Day Procedure Centre,Hospital,-37.773471,145.115662,Private,Victoria,,,,,,,,,,,0
H5277,Glenelg Community Hospital Inc,Hospital,-34.990189,138.512321,Private,South Australia,,,,,,,,,,,0
H5278,Chermside Day Hospital,Hospital,-27.381971,153.029423,Private,Queensland,,,,,,,,,,,0
H5279,Vision Day Surgery Eastern,Hospital,-37.817591,145.119433,Private,Victoria,,,,,,,,,,,0
H5280,Vision Day Surgery Camberwell,Hospital,-37.83252,145.0556,Private,Victoria,,,,,,,,,,,0
H5281,Vision Day Surgery Footscray,Hospital,-37.800508,144.895155,Private,Victoria,,,,,,,,,,,0
H5282,North Queensland Day Surgical Centre,Hospital,-19.279643,146.791468,Private,Queensland,,,,,,,,,,,0
H5283,Vision Day Surgery Hurstville,Hospital,-33.966949,151.100439,Private,New South Wales,,,,,,,,,,,0
H5284,Vision Eye Institute Chatswood,Hospital,-33.795181,151.187314,Private,New South Wales,,,,,,,,,,,0
H5285,Vision Day Surgery Rivercity,Hospital,-27.473726,152.995579,Private,Queensland,,,,,,,,,,,0
H5286,Vision Eye Institute,Hospital,-37.850605,144.980304,Private,Victoria,,,,,,,,,,,0
H5287,Queensland Eye Hospital,Hospital,-27.4613,153.024547,Private,Queensland,,,,,,,,,,,0
H5288,The Sydney Private Hospital Incorporating the NSW Eye Centre,Hospital,-33.894,151.1299,Private,New South Wales,,,,,,,,,,,0
H5289,Epworth Hawthorn,Hospital,-37.821229,145.023405,Private,Victoria,,,,,,,,,,,0
H5290,Walcott Street Surgical Centre,Hospital,-31.936554,115.874141,Private,Western Australia,,,,,,,,,,,0
H5291,Miranda Eye Surgical Centre,Hospital,-34.03244,151.101631,Private,New South Wales,,,,,,,,,,,0
H5292,St Vincent's Private Hospital [Brisbane],Hospital,-27.473334,153.03542,Private,Queensland,,,,,,,,,,,0
H5293,South Perth Hospital,Hospital,-31.988465,115.862816,Private,Western Australia,,,,,,,,,,,0
H5294,Northside Group [Macarthur Clinic],Hospital,-34.071999,150.816958,Private,New South Wales,,,,,,,,,,,0
H5295,Sunshine Coast University Private Hospital,Hospital,-26.74422,153.114563,Private,Queensland,,,,,,,,,,,0
H5298,Mackay Private Hospital,Hospital,-21.113723,149.166763,Private,Queensland,,,,,,,,,,,0
H5299,Wagga Endoscopy Centre,Hospital,-35.115815,147.365914,Private,New South Wales,,,,,,,,,,,0
H5301,Nambour Day Surgery,Hospital,-26.626321,152.96409,Private,Queensland,,,,,,,,,,,0
H5302,San Day Surgery Hornsby,Hospital,-33.701961,151.110612,Private,New South Wales,,,,,,,,,,,0
H5306,Wollongong Day Surgery,Hospital,-34.42583,150.881346,Private,New South Wales,,,,,,,,,,,0
H5307,Hobsons Bay Endoscopy Centre Werribee,Hospital,-37.890649,144.686494,Private,Victoria,,,,,,,,,,,0
H5308,Altona Endoscopy Centre,Hospital,-37.869448,144.828494,Private,Victoria,,,,,,,,,,,0
H5309,Hobsons Bay Endoscopy Centre Sydenham,Hospital,-37.693365,144.758677,Private,Victoria,,,,,,,,,,,0
H5310,Friendly Society Private Hospital,Hospital,-24.870831,152.3429,Private,Queensland,,,,,,,,,,,0
H5314,Ballarat Day Procedure Centre,Hospital,-37.540799,143.83214,Private,Victoria,,,,,,,,,,,0
H5315,Buderim Gastroenterology Centre,Hospital,-26.671731,153.084944,Private,Queensland,,,,,,,,,,,0
H5317,Kingsway Day Surgery,Hospital,-34.034096,151.103827,Private,New South Wales,,,,,,,,,,,0
H5323,Logan Endoscopy Services,Hospital,-27.659112,153.038795,Private,Queensland,,,,,,,,,,,0
H5324,Chatswood Private Hospital,Hospital,-33.797612,151.185691,Private,New South Wales,,,,,,,,,,,0
H5325,Wollongong Private Hospital,Hospital,-34.425814,150.880729,Private,New South Wales,,,,,,,,,,,-1
H5327,Frankston Private Hospital,Hospital,-38.154662,145.132902,Private,Victoria,,,,,,,,,,,0
H5328,Jessie McPherson Private Hospital,Hospital,-37.9201,145.1225,Private,Victoria,,,,,,,,,,,-1
H5329,Liverpool Eye Surgery,Hospital,-33.922953,150.926861,Private,New South Wales,,,,,,,,,,,0
H5330,Coffs Day Hospital,Hospital,-30.300233,153.115865,Private,New South Wales,,,,,,,,,,,0
H5331,Western Sydney Private Oncology and Infusion Centre,Hospital,-33.802024,150.982879,Private,New South Wales,,,,,,,,,,,0
H5332,The Border Cancer Hospital,Hospital,-36.078399,146.938123,Private,New South Wales,,,,,,,,,,,0
H5333,Sunshine Coast Day Surgery,Hospital,-26.655373,153.096157,Private,Queensland,,,,,,,,,,,0
H5334,St John of God Midland Private Hospital,Hospital,-31.894611,116.00748,Private,Western Australia,,,,,,,,,,,0
H5336,Gold Coast Private Hospital,Hospital,-27.962084,153.385112,Private,Queensland,,,,,,,,,,,0
H5337,La Trobe Private Hospital,Hospital,-37.716679,145.044334,Private,Victoria,,,,,,,,,,,0
H5338,Holmesglen Private Hospital,Hospital,-37.935738,145.050581,Private,Victoria,,,,,,,,,,,0
H5339,Epworth Geelong,Hospital,-38.193882,144.302472,Private,Victoria,,,,,,,,,,,0
H5340,Madison Day Surgery,Hospital,-33.703145,151.100395,Private,New South Wales,,,,,,,,,,,0
H5341,Chris O'Brien Lifehouse,Hospital,-33.890577,151.182234,Private,New South Wales,,,,,,,,,,,0
H5343,The Southport Private Hospital,Hospital,-27.973078,153.407852,Private,Queensland,,,,,,,,,,,0
H5344,Westside Private Hospital,Hospital,-27.491448,152.981745,Private,Queensland,,,,,,,,,,,0
H5345,Hirondelle Private Hospital,Hospital,-33.789864,151.178696,Private,New South Wales,,,,,,,,,,,0
H5346,Mayo Private Hospital,Hospital,-31.881672,152.430725,Private,New South Wales,,,,,,,,,,,0
H5347,Toronto Private Hospital,Hospital,-33.015911,151.592911,Private,New South Wales,,,,,,,,,,,0
H5348,Lingard Private Hospital,Hospital,-32.940395,151.755463,Private,New South Wales,,,,,,,,,,,0
H5349,Shellharbour Private Hospital,Hospital,-34.55888,150.847733,Private,New South Wales,,,,,,,,,,,0
H5350,Gosford Private Hospital,Hospital,-33.41861,151.349518,Private,New South Wales,,,,,,,,,,,-1
H5351,Dubbo Private Hospital,Hospital,-32.237087,148.621094,Private,New South Wales,,,,,,,,,,,0
H5352,Maitland Private Hospital,Hospital,-32.764954,151.597672,Private,New South Wales,,,,,,,,,,,0
H5353,St. Vincent Private Community Hospital [Griffith],Hospital,-34.280708,146.043716,Private,New South Wales,,,,,,,,,,,0
H5354,Brunswick Private Hospital,Hospital,-37.756737,144.972183,Private,Victoria,,,,,,,,,,,0
H5355,St Vincent's Private Hospital [Werribee],Hospital,-37.887905,144.701508,Private,Victoria,,,,,,,,,,,0
H5357,Eden Private Hospital,Hospital,-26.420078,152.908844,Private,Queensland,,,,,,,,,,,0
H5358,Robina Private Hospital,Hospital,-28.071932,153.375778,Private,Queensland,,,,,,,,,,,0
H5359,North West Private Hospital (Tas),Hospital,-41.0453,145.878784,Private,Tasmania,,,,,,,,,,,-1
H5360,Cairns Haematology and Oncology Clinic,Hospital,-16.91609,145.769684,Private,Queensland,,,,,,,,,,,0
H5361,Northern Beaches Hospital - Private,Hospital,-33.751125,151.233017,Private,New South Wales,,,,,,,,,,,-1
H5362,James Nash House,Hospital,-34.849781,138.637283,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H5363,University of Canberra Hospital,Hospital,-35.232925,149.081879,Public,Australian Capital Territory,0,0,0,0,0,0,0,0,0,0,0
H5364,Calvary Adelaide Hospital,Hospital,-34.9276,138.6113,Private,South Australia,,,,,,,,,,,0
H5365,Albany Community Hospice,Hospital,-35.00322,117.904381,Private,Western Australia,,,,,,,,,,,0
H5366,Albany Day Hospital,Hospital,-35.016312,117.89196,Private,Western Australia,,,,,,,,,,,0
H5367,Albury Day Surgery,Hospital,-36.073689,146.883606,Private,New South Wales,,,,,,,,,,,0
H5368,Alwyn Rehabilitation Hospital,Hospital,-33.882797,151.094406,Private,New South Wales,,,,,,,,,,,0
H5369,Arcadia Pittwater Private Hospital,Hospital,-33.67746,151.28624,Private,New South Wales,,,,,,,,,,,0
H5370,Belmont Private Hospital,Hospital,-27.500755,153.098953,Private,Queensland,,,,,,,,,,,0
H5371,Bendigo Day Surgery,Hospital,-36.761902,144.261673,Private,Victoria,,,,,,,,,,,0
H5372,Bondi Junction Private Hospital,Hospital,-33.892315,151.24585,Private,New South Wales,,,,,,,,,,,0
H5373,Brighton Dialysis Clinic,Hospital,-35.008746,138.52224,Private,South Australia,,,,,,,,,,,0
H5374,Brisbane Day Hospital,Hospital,-27.51023,153.0526,Private,Queensland,,,,,,,,,,,0
H5375,Cambridge Day Surgery,Hospital,-31.940639,115.824883,Private,Western Australia,,,,,,,,,,,0
H5376,Canberra Private Hospital,Hospital,-35.320526,149.097397,Private,Australian Capital Territory,,,,,,,,,,,0
H5377,Charlestown Private Hospital,Hospital,-32.960152,151.697571,Private,New South Wales,,,,,,,,,,,0
H5378,Churchill Day Surgery,Hospital,-31.94771,115.831169,Private,Western Australia,,,,,,,,,,,0
H5379,City West Specialist Day Hospital,Hospital,-33.801174,150.982773,Private,New South Wales,,,,,,,,,,,0
H5381,Craigie Day Surgery,Hospital,-31.78446,115.765938,Private,Western Australia,,,,,,,,,,,0
H5382,Delmar Private Hospital,Hospital,-33.758137,151.288086,Private,New South Wales,,,,,,,,,,,0
H5383,Delmont Private Hospital,Hospital,-37.856853,145.094055,Private,Victoria,,,,,,,,,,,0
H5384,Double Bay Day Hospital,Hospital,-33.877689,151.243973,Private,New South Wales,,,,,,,,,,,0
H5385,East Sydney Private Hospital,Hospital,-33.873741,151.215942,Private,New South Wales,,,,,,,,,,,0
H5386,Eastern Suburbs Private Hospital,Hospital,-33.910378,151.245865,Private,New South Wales,,,,,,,,,,,0
H5387,Forest Hill Dialysis Clinic,Hospital,-37.836281,145.166397,Private,Victoria,,,,,,,,,,,0
H5388,Gordon Private Hospital,Hospital,-33.7579,151.152664,Private,New South Wales,,,,,,,,,,,0
H5389,Healthwoods Endoscopy Centre,Hospital,-33.831451,151.012466,Private,New South Wales,,,,,,,,,,,0
H5390,Holroyd Private Hospital,Hospital,-33.846344,150.979233,Private,New South Wales,,,,,,,,,,,0
H5391,Hummingbird House,Hospital,-27.38312,153.027527,Private,Queensland,,,,,,,,,,,0
H5392,Icon Cancer Centre Canberra,Hospital,-35.23685,149.08676,Private,Australian Capital Territory,,,,,,,,,,,0
H5393,Icon Cancer Centre Chermside,Hospital,-27.38133,153.029739,Private,Queensland,,,,,,,,,,,0
H5394,Icon Cancer Centre Hobart,Hospital,-42.88067,147.32385,Private,Tasmania,,,,,,,,,,,0
H5395,Icon Cancer Centre Midland,Hospital,-31.89424,116.00531,Private,Western Australia,,,,,,,,,,,0
H5396,Icon Cancer Centre North Lakes,Hospital,-27.24166,153.02184,Private,Queensland,,,,,,,,,,,0
H5397,Icon Cancer Centre Revesby,Hospital,-33.954,151.01528,Private,New South Wales,,,,,,,,,,,0
H5398,Icon Cancer Centre Rockingham,Hospital,-32.28745,115.74693,Private,Western Australia,,,,,,,,,,,0
H5399,Icon Cancer Centre South Brisbane,Hospital,-27.484,153.02812,Private,Queensland,,,,,,,,,,,0
H5400,Icon Cancer Centre Southport,Hospital,-27.97216,153.41107,Private,Queensland,,,,,,,,,,,0
H5401,Icon Cancer Centre Townsville,Hospital,-19.2765,146.79909,Private,Queensland,,,,,,,,,,,0
H5402,Icon Cancer Centre Wesley,Hospital,-27.47667,152.99734,Private,Queensland,,,,,,,,,,,0
H5403,Icon Cancer Centre Windsor Gardens,Hospital,-34.86247,138.64977,Private,South Australia,,,,,,,,,,,0
H5404,Kings Park Day Hospital,Hospital,-31.950455,115.836075,Private,Western Australia,,,,,,,,,,,0
H5405,Kingsgrove Day Hospital,Hospital,-33.944141,151.10199,Private,New South Wales,,,,,,,,,,,0
H5406,Lithgow Community Private Hospital,Hospital,-33.49873,150.127396,Private,New South Wales,,,,,,,,,,,0
H5407,Longueville Private Hospital,Hospital,-33.827408,151.169769,Private,New South Wales,,,,,,,,,,,0
H5408,Malvern Dialysis Clinic,Hospital,-37.851421,145.030624,Private,Victoria,,,,,,,,,,,0
H5409,Manly Waters Private Hospital,Hospital,-33.80521,151.284576,Private,New South Wales,,,,,,,,,,,0
H5410,Mater Private Hospital Springfield,Hospital,-27.686211,152.908676,Private,Queensland,,,,,,,,,,,0
H5411,McCourt Street Day Surgery,Hospital,-31.94138,115.827957,Private,Western Australia,,,,,,,,,,,0
H5412,Miami Private Hospital,Hospital,-28.063068,153.436813,Private,Queensland,,,,,,,,,,,0
H5413,Monash House Private Hospital,Hospital,-37.920898,145.120193,Private,Victoria,,,,,,,,,,,0
H5414,Moreton Day Hospital,Hospital,-27.24131,153.020294,Private,Queensland,,,,,,,,,,,0
H5415,Murdoch Surgicentre,Hospital,-32.067791,115.844986,Private,Western Australia,,,,,,,,,,,0
H5416,Neerim District Health Service,Hospital,-38.022629,145.953903,Private,Victoria,,,,,,,,,,,0
H5417,Newcastle Endoscopy Centre,Hospital,-32.963131,151.697693,Private,New South Wales,,,,,,,,,,,0
H5418,Noosa Surgical and Endoscopy Centre,Hospital,-26.40005,153.06491,Private,Queensland,,,,,,,,,,,0
H5419,North Eastern Community Hospital,Hospital,-34.882549,138.661331,Private,South Australia,,,,,,,,,,,-1
H5420,North Shore Specialist Day Hospital,Hospital,-33.823719,151.187088,Private,New South Wales,,,,,,,,,,,0
H5421,Northern Cancer Institute St Leonards,Hospital,-33.82391,151.192963,Private,New South Wales,,,,,,,,,,,0
H5422,Northern Endoscopy Centre,Hospital,-34.78167,138.651093,Private,South Australia,,,,,,,,,,,0
H5423,Northside Endoscopy Service,Hospital,-27.082979,152.950165,Private,Queensland,,,,,,,,,,,0
H5424,Norwest Day Hospital,Hospital,-33.74477,150.95385,Private,New South Wales,,,,,,,,,,,0
H5425,PANCH Day Surgery Centre,Hospital,-37.752338,145.006271,Private,Victoria,,,,,,,,,,,0
H5426,Payneham Dialysis Clinic,Hospital,-34.896931,138.639603,Private,South Australia,,,,,,,,,,,0
H5427,Perth Day Surgery Centre,Hospital,-31.940439,115.82608,Private,Western Australia,,,,,,,,,,,0
H5428,Perth Dermatology Clinic,Hospital,-31.944691,115.863998,Private,Western Australia,,,,,,,,,,,0
H5429,Perth Eye Hospital,Hospital,-31.949883,115.83976,Private,Western Australia,,,,,,,,,,,0
H5430,President Private Hospital,Hospital,-34.036575,151.079224,Private,New South Wales,,,,,,,,,,,0
H5431,Rockingham Dialysis Clinic,Hospital,-32.283241,115.746452,Private,Western Australia,,,,,,,,,,,0
H5432,Rosemont Endoscopy Centre,Hospital,-34.42527,150.876984,Private,New South Wales,,,,,,,,,,,0
H5433,Salisbury Day Hospital,Hospital,-27.54669,153.034592,Private,Queensland,,,,,,,,,,,0
H5434,Sight Foundation Theatre,Hospital,-33.867722,151.212891,Private,New South Wales,,,,,,,,,,,0
H5435,SOLE VITA SURGERY,Hospital,-35.326359,149.094345,Private,Australian Capital Territory,,,,,,,,,,,0
H5436,South Bank Day Hospital,Hospital,-27.475929,153.014954,Private,Queensland,,,,,,,,,,,0
H5437,Southern Endoscopy Centre,Hospital,-34.999512,138.521179,Private,South Australia,,,,,,,,,,,0
H5438,Southside Cancer Care Centre,Hospital,-34.03405,151.104065,Private,New South Wales,,,,,,,,,,,0
H5439,Spring Hill Specialist Day Hospital,Hospital,-27.461082,153.021851,Private,Queensland,,,,,,,,,,,0
H5440,Stirling Dialysis Clinic,Hospital,-31.88913,115.808022,Private,Western Australia,,,,,,,,,,,0
H5441,Sydney Day Hospital,Hospital,-33.869579,151.212708,Private,New South Wales,,,,,,,,,,,0
H5442,Sydney Day Surgery,Hospital,-33.87644,151.22098,Private,New South Wales,,,,,,,,,,,0
H5443,Tasman Health Care Day Infusion Unit,Hospital,-27.970409,153.407806,Private,Queensland,,,,,,,,,,,0
H5444,The Glen Endoscopy Centre,Hospital,-37.884701,145.165359,Private,Victoria,,,,,,,,,,,0
H5445,The Melbourne Eastern Private Hospital,Hospital,-37.855701,145.269073,Private,Victoria,,,,,,,,,,,0
H5446,The Park Private Hospital,Hospital,-31.93434,115.874382,Private,Western Australia,,,,,,,,,,,0
H5447,The Wesley Centre for Hyperbaric Medicine,Hospital,-27.477161,152.997803,Private,Queensland,,,,,,,,,,,0
H5448,Tuggerah Lakes Private Hospital,Hospital,-33.262482,151.48143,Private,New South Wales,,,,,,,,,,,0
H5449,Vision Centre Day Surgery,Hospital,-27.96982,153.409225,Private,Queensland,,,,,,,,,,,0
H5451,West Leederville Private Hospital,Hospital,-31.94294,115.82798,Private,Western Australia,,,,,,,,,,,0
H5453,Windsor Gardens Day Surgery,Hospital,-34.862469,138.649765,Private,South Australia,,,,,,,,,,,0
H5455,Ballan District Health & Care,Hospital,-37.59919,144.2228,Private,Victoria,,,,,,,,,,,0
H5456,Bankstown Day Hospital,Hospital,-33.914394,151.035324,Private,New South Wales,,,,,,,,,,,0
H5457,Bayside Endoscopy Day Hospital,Hospital,-37.933098,145.036667,Private,Victoria,,,,,,,,,,,0
H5458,Bunbury Day Surgery,Hospital,-33.340477,115.639557,Private,Western Australia,,,,,,,,,,,0
H5459,Cannington Dialysis Clinic,Hospital,-32.016842,115.934967,Private,Western Australia,,,,,,,,,,,0
H5460,Chermside Dialysis Clinic,Hospital,-27.390966,153.031784,Private,Queensland,,,,,,,,,,,0
H5461,Bayside Day Procedure and Specialist Centre,Hospital,-38.148136,145.143524,Private,Victoria,,,,,,,,,,,0
H5462,Bayswater Day Procedure and Specialist Centre,Hospital,-37.842178,145.263,Private,Victoria,,,,,,,,,,,0
H5463,Casey Day Procedure and Specialist Centre,Hospital,-38.02488,145.31446,Private,Victoria,,,,,,,,,,,0
H5464,Dr Daniel Lanzer Dermatology & Cosmetic Surgery Services,Hospital,-28.00205,153.426727,Private,Queensland,,,,,,,,,,,0
H5465,Eastern Endoscopy Centre,Hospital,-27.494314,153.213242,Private,Queensland,,,,,,,,,,,0
H5466,Eastside Endoscopy Centre,Hospital,-37.819901,145.228134,Private,Victoria,,,,,,,,,,,0
H5467,Euroa Health,Hospital,-36.75922,145.570465,Private,Victoria,,,,,,,,,,,0
H5468,Greensborough Day Surgery,Hospital,-37.70393,145.10629,Private,Victoria,,,,,,,,,,,0
H5469,Heyfield Hospital,Hospital,-37.97633,146.784012,Private,Victoria,,,,,,,,,,,0
H5470,Icon Cancer Centre Adelaide,Hospital,-34.948662,138.570786,Private,South Australia,,,,,,,,,,,0
H5471,Insight Private Hospital,Hospital,-36.081795,146.910431,Private,New South Wales,,,,,,,,,,,0
H5472,Kew Endoscopy Centre,Hospital,-37.79461,145.06255,Private,Victoria,,,,,,,,,,,0
H5473,Lakeview Private Hospital,Hospital,-33.730782,150.963165,Private,New South Wales,,,,,,,,,,,0
H5474,Lions Eye Institute Day Surgery Centre,Hospital,-31.96793,115.814934,Private,Western Australia,,,,,,,,,,,0
H5475,Melbourne Endoscopy Monash Day Procedure Centre,Hospital,-37.921371,145.120255,Private,Victoria,,,,,,,,,,,0
H5476,Melbourne Endoscopy,Hospital,-37.811069,144.984085,Private,Victoria,,,,,,,,,,,0
H5477,Midland Dialysis Clinic,Hospital,-31.88781,116.00413,Private,Western Australia,,,,,,,,,,,0
H5478,Western Haematology and Oncology Clinics,Hospital,-31.94462,115.84181,Private,Western Australia,,,,,,,,,,,0
H5479,Newcastle Dialysis Clinic,Hospital,-32.92661,151.76479,Private,New South Wales,,,,,,,,,,,0
H5480,Regional Imaging Cardiovascular Centre,Hospital,-35.119236,147.352814,Private,New South Wales,,,,,,,,,,,0
H5481,Southbank Day Surgery,Hospital,-31.975916,115.871857,Private,Western Australia,,,,,,,,,,,0
H5482,Spearwood Dialysis Clinic,Hospital,-32.09556,115.78343,Private,Western Australia,,,,,,,,,,,0
H5483,Sydney Retina Clinic & Day Surgery,Hospital,-33.866261,151.211792,Private,New South Wales,,,,,,,,,,,0
H5484,The Cataract Clinic (Aust),Hospital,-33.84087,151.209396,Private,New South Wales,,,,,,,,,,,0
H5485,The Roseberry Eye Specialist Centre,Hospital,-33.922691,151.207275,Private,New South Wales,,,,,,,,,,,0
H5486,The Skin Hospital [Darlinghurst],Hospital,-33.87913,151.21524,Private,New South Wales,,,,,,,,,,,0
H5487,Icon Cancer Centre Mackay,Hospital,-21.12852,149.17295,Private,Queensland,,,,,,,,,,,0
H5488,Minchinbury Community Private Hospital,Hospital,-33.781006,150.828522,Private,New South Wales,,,,,,,,,,,0
H5489,South Coast Digestive Diseases Centre,Hospital,-28.01032,153.4034,Private,Queensland,,,,,,,,,,,0
H5490,Toorak Cosmetic Surgery Day Centre,Hospital,-37.84138,145.00798,Private,Victoria,,,,,,,,,,,0
H5491,St John of God Wembley Day Surgery,Hospital,-31.94045,115.82416,Private,Western Australia,,,,,,,,,,,0
H5492,West Coast Endoscopy Centre,Hospital,-31.73946,115.76764,Private,Western Australia,,,,,,,,,,,0
H5493,Clifton Co-Op Hospital Ltd,Hospital,-27.931108,151.91066,Private,Queensland,,,,,,,,,,,0
H5494,Cosmos Cosmetic Day Surgery,Hospital,-33.91281,151.23944,Private,New South Wales,,,,,,,,,,,0
H5495,Genesis Cancer Care Fiona Stanley,Hospital,-31.941799,115.822639,Private,Western Australia,,,,,,,,,,,0
H5496,GI Clinic Perth,Hospital,-32.04477,115.81263,Private,Western Australia,,,,,,,,,,,0
H5497,Montserrat Western Haematology and Oncology Clinic,Hospital,-27.49273,152.98146,Private,Queensland,,,,,,,,,,,0
H5500,St Stephen's Private Hospital [Maryborough],Hospital,-25.53346,152.70169,Private,Queensland,,,,,,,,,,,0
H5501,Warringah Day Surgery,Hospital,-33.76499,151.26805,Private,New South Wales,,,,,,,,,,,0
H5502,Genesis Cancer Care Shenton House Joondalup,Hospital,-31.74084,115.77066,Private,Western Australia,,,,,,,,,,,0
H5503,St John of God Hawkesbury District Health Service (Private),Hospital,-33.610756,150.820755,Private,New South Wales,,,,,,,,,,,0
H5504,Marian Centre,Hospital,-31.9405,115.82337,Private,Western Australia,,,,,,,,,,,0
H5505,Townsville Private Clinic,Hospital,-19.25832,146.8142,Private,Queensland,,,,,,,,,,,0
H5506,Toowoomba Hospice,Hospital,-27.56745,151.93395,Private,Queensland,,,,,,,,,,,0
H5507,Currumbin Clinic,Hospital,-28.1336,153.48643,Private,Queensland,,,,,,,,,,,0
H5508,South Coast Private Hospital,Hospital,-34.425977,150.890393,Private,New South Wales,,,,,,,,,,,0
H5509,Abbotsford Private Hospital,Hospital,-31.94091,115.83768,Private,Western Australia,,,,,,,,,,,0
